"year","month","P","E","Q"
1988,11,0,0.0861550264406088,0.0169392400525425
1988,12,0.000756325162259221,0.0163615494336286,0.00942102536191022
1989,1,0.000152065314517018,0.0169626865831758,0.00615292331278817
1989,2,0,0.0685094000047059,0.00437737478229582
1989,3,0.0294440269358436,0.253573764991296,0.00370981476668905
1989,4,0,0.505344461114982,0.0031431203686905
1989,5,0.00193978121160231,0.918441139276776,0.00199567521979396
1989,6,0.229019097849778,0.74229889044947,0.00668356425523939
1989,7,0.232765744242238,0.597515822356849,0.0325429086516852
1989,8,0.474723878193545,0.423998720465417,0.0971040644107855
1989,9,0.21044476904299,0.356788590264694,0.0567281713828999
1989,10,0.0011061597794449,0.20725809669783,0.0187117025675727
1989,11,0.000117313600224172,0.097908276687781,0.00553466171316431
1989,12,0.024547603830755,0.0101924390868008,0.00330079124191146
1990,1,8.42467826024057e-07,0.0534237837693018,0.00282393764209584
1990,2,0.0450722141303223,0.0722932592320992,0.00302833265736753
1990,3,0.00296548496561755,0.238655354253016,0.00213909905315752
1990,4,0.000122157779086391,0.51502497563033,0.00122870503397224
1990,5,0.0227196639513086,0.783646786264077,0.00162710457109328
1990,6,0.606681667931764,0.702931865946982,0.125672035321762
1990,7,0.499351509630789,0.518267610812024,0.296493838904388
1990,8,0.403233357934176,0.424729416924914,0.315636630201873
1990,9,0.544299243523773,0.319177103708485,0.557760305404231
1990,10,0.0452175437701736,0.207163454433952,0.147032311632612
1990,11,0,0.0860677364107662,0.0263369335030992
1990,12,0.00304257115315537,0.0151389650452458,0.0119380932066954
1991,1,0.000241577590640946,0.0220903063452487,0.00937526049200504
1991,2,0.0145679477016181,0.0929411247627266,0.00655565708663172
1991,3,0.011675755171792,0.284904797053169,0.00750993342845887
1991,4,0.00330268241505771,0.466684446643516,0.00507695853212448
1991,5,0.00246379589171806,0.903455766953599,0.00343440831743822
1991,6,0.136989429497392,0.788022949642604,0.00775646442407907
1991,7,0.549425893693795,0.636785744809344,0.0930620457223739
1991,8,0.876653919226402,0.364012987450187,0.581133350658606
1991,9,0.0503795486886781,0.340442782729811,0.119078829443592
1991,10,0.000263902923990421,0.19625559966851,0.0237617742386279
1991,11,0.00351140365467823,0.0693902955612226,0.0140709949337199
1991,12,0,0.00599229880151712,0.00806564970587898
1992,1,0,0.0311515519376986,0.00532997288431458
1992,2,0,0.0561787503728681,0.00343102667680482
1992,3,3.15925295541277e-06,0.285829985282152,0.00234871850191968
1992,4,0.000125317033433981,0.509860775360725,0.0030350281045335
1992,5,0.0018949198388475,0.800835068436117,0.00362727455489577
1992,6,0.053436230665598,0.908464289879056,0.00225811495590501
1992,7,0.425545677863246,0.666255981691757,0.0436723529517523
1992,8,0.697116963778053,0.409475359822347,0.278601000616192
1992,9,0.490584139609302,0.32294255584138,0.453262531265851
1992,10,0.00236312124962972,0.203047907368967,0.0484220926640548
1992,11,5.49710033732306e-05,0.0877537980836436,0.0303329693936535
1992,12,0,0.0107561011659616,0.00673805986371875
1993,1,0,0.0350803795214822,0.00422671262767173
1993,2,0.019895501045086,0.0783604221885345,0.002823850081758
1993,3,0.0238102332061353,0.238451679145791,0.00416092562718302
1993,4,0.000564032018794796,0.522069485740093,0.00271624037235169
1993,5,0.00677723048018646,0.939262154821929,0.00215176611536342
1993,6,0.166162588346658,0.855196954076065,0.00745287716654435
1993,7,0.35781783142661,0.643410804275769,0.0569972851625388
1993,8,0.575685598907656,0.445633531841581,0.181728212244391
1993,9,0.610884502396404,0.315513617678238,0.29913731858179
1993,10,0.0219755520123124,0.222295203749078,0.0906884017109523
1993,11,0,0.0912872360131263,0.0303431030434183
1993,12,0,0.0069450842289567,0.0091922010123843
1994,1,0.0025267704271457,0.0500589493614233,0.00649411676252772
1994,2,0.00470496987480459,0.0588723814714273,0.00353411035544594
1994,3,0,0.303063355038637,0.0023331911353447
1994,4,0.00697247084798186,0.472623686837451,0.0031904107342592
1994,5,0.00178371420553958,0.916427819258484,0.00307932196076316
1994,6,0.378222160616205,0.782104384671531,0.0243384933224151
1994,7,0.987528294255847,0.528692585402911,0.467794198648956
1994,8,0.919136193824824,0.391580696941744,0.958120240657837
1994,9,0.114767436866887,0.338950625651109,0.15980047878771
1994,10,0.00156951686100974,0.203242235615375,0.0367132324217952
1994,11,0,0.0847039677567944,0.0151650068729028
1994,12,0,0.0190623902047117,0.00740124186243406
1995,1,0.0216063409427994,0.013505448085545,0.0108172625089282
1995,2,0.00589348054594422,0.065797949037249,0.006305935003144
1995,3,0.0609912690580164,0.24523971432123,0.00765172280218298
1995,4,0.00256699839948738,0.491206005722097,0.00608779009615526
1995,5,0.000321822503498928,0.843033539575566,0.00378295683555538
1995,6,0.0494970698959711,0.948742712231343,0.00378322924549529
1995,7,0.575324407060038,0.637732251609841,0.105613061293871
1995,8,0.804660026033635,0.410775963691745,0.404835630566357
1995,9,0.164031983558785,0.343898339424039,0.134228635841848
1995,10,0.00782652189938761,0.229297681995335,0.0368909799075877
1995,11,0.000153118496751969,0.0849158202705806,0.0149973794163781
1995,12,0.0184323434360973,0.0191926012159368,0.00587833409335706
1996,1,0.103931834490133,0.0354669394827595,0.0113100520902287
1996,2,0.0162598318129087,0.0816960542265665,0.00969467053999784
1996,3,0.0036626272865573,0.313351508775746,0.00657583974450127
1996,4,0.00116618558002903,0.51110556710933,0.00350244269993119
1996,5,0.000121736550742088,0.909016599466368,0.00209578587271155
1996,6,0.0291674858319946,0.827781821600955,0.00142420002734995
1996,7,0.354085093736024,0.615968899870735,0.0250399216766941
1996,8,0.388253872037712,0.395635627069709,0.117707654011046
1996,9,0.154423653692821,0.353006734167575,0.0644833691007584
1996,10,0.0873718751430506,0.199570701724249,0.0295236530826726
1996,11,0,0.0823692717938484,0.0207604704846554
1996,12,0,0.00469009267751902,0.00453153935043305
1997,1,0.00766961314386242,0.0201003799472623,0.00324276792471025
1997,2,0,0.0624763097340967,0.00160012139365237
1997,3,0,0.267973790318706,0.000324440238434973
1997,4,0.0109933573631606,0.451174795033566,0.000354255506358321
1997,5,0.00122010340534385,0.806504114595012,0.000174478566513518
1997,6,0.139511345676056,0.784030655322537,0.000269808424985657
1997,7,0.719527640152414,0.588281800080631,0.155555201422633
1997,8,0.40859586642665,0.412481241182416,0.31267866686934
1997,9,0.270464709957838,0.340749902180445,0.207499145994838
1997,10,0.158868709705347,0.187906507508614,0.0643184385026388
1997,11,0.127217428063522,0.0927119823670793,0.0492672717436252
1997,12,0.157983504746596,0.00146583011917542,0.0997473942627197
1998,1,0.0461870186147113,0.0251617006973839,0.0283595092044594
1998,2,0.00590906652510301,0.0692030618290174,0.0216285563214945
1998,3,0.0317928248388613,0.223099774177492,0.0178744506172537
1998,4,0.0100769641771068,0.514852367388864,0.0171592246995182
1998,5,0.00133762764201501,0.93789835611314,0.00802192791052313
1998,6,0.113714563810878,0.872530292460205,0.00493002061053605
1998,7,0.378668259416969,0.605281778570791,0.0895058701617951
1998,8,0.369682924250786,0.4523393690523,0.126630577797827
1998,9,0.206707380608244,0.368061872271504,0.0526802005373013
1998,10,0.0116184680598876,0.249299358104324,0.0214171418858069
1998,11,0.0587298838590865,0.0922533988517456,0.0206574450453808
1998,12,0,0.0114701973265612,0.00718917072421271
1999,1,0.00143977738102608,0.0235833365772047,0.00396601631517611
1999,2,0.0644542363507802,0.0850969024801992,0.00762964300366049
1999,3,0,0.286642951190567,0.00394762864423208
1999,4,0,0.585119428424231,0.00224755907073341
1999,5,0.00426688770926879,0.89843328555868,0.00141666789251139
1999,6,0.122675891697065,0.745226937562939,0.0023594514535522
1999,7,0.573207698127026,0.604008766098273,0.136884768960958
1999,8,0.559296198810824,0.406862929164815,0.432692543431678
1999,9,0.704577018618902,0.319296850253084,0.618497601975298
1999,10,0.0791639313788444,0.207933212971582,0.172261013397666
1999,11,0,0.0979726688052219,0.0317998151970967
1999,12,5.49710033732306e-05,0.0079811287701341,0.00970460410935843
2000,1,0,0.0341829621130741,0.00633802586695825
2000,2,0,0.0571473982200598,0.00447933527315511
2000,3,0,0.247558001912765,0.00378949467411327
2000,4,0,0.581119972019196,0.00368315945406869
2000,5,0.0140001243813092,0.797138145246397,0.00338292283879488
2000,6,0.204578675588493,0.664853586612782,0.0169721744142778
2000,7,0.697617008480175,0.550305091601256,0.169432989606471
2000,8,0.276413778057995,0.432793893487413,0.0988202470322299
2000,9,0.121465257252026,0.322146723409994,0.0786679453589245
2000,10,0,0.230168022148144,0.0190721009180759
2000,11,0,0.104847769522869,0.00700868551852414
2000,12,0,0.00998085587771225,0.00287746619528851
2001,1,0.00555628323432963,0.0261965620552798,0.00302170725847181
2001,2,0.00195220796564924,0.0843642201534332,0.00101426976662952
2001,3,0.0016609239936535,0.297508780781002,0.00069096781258632
2001,4,0.0256225967876249,0.49670979044687,0.000540883556191905
2001,5,0.0141553486090903,0.878656693722629,0.000239856952092353
2001,6,0.375073260727558,0.64222716030157,0.0405029314033634
2001,7,0.630711162026691,0.53352261256576,0.222565594951481
2001,8,0.398625674449237,0.444417165298456,0.258233181818925
2001,9,0.0770017294143291,0.395762759816597,0.0756523400831068
2001,10,0.111518044970341,0.227895285165372,0.0653097382739779
2001,11,0.000546761401909932,0.103984051629541,0.0182941934731667
2001,12,0,0.0216612141539276,0.00805870325241123
2002,1,0,0.0304971447133368,0.00645815865045936
2002,2,0.035511687600405,0.0740720082204671,0.00713472278747284
2002,3,0.00359754661080033,0.277593034197894,0.00450865691548046
2002,4,1.89555121637669e-06,0.549019840408372,0.00304009492941586
2002,5,0.0132313723967864,0.94785507188733,0.00106648491475476
2002,6,0.0799979591736753,0.805251211620792,0.00231933908990018
2002,7,0.151846331339782,0.695532842897237,0.00864261395861221
2002,8,0.848699326107181,0.407139036313767,0.353165457983763
2002,9,0.336159256793646,0.326693982990128,0.342336223057976
2002,10,0.0450020868113377,0.216106661376298,0.050410821430381
2002,11,0.00273844045451247,0.0902441065081736,0.0244415187616897
2002,12,0.00232394662936864,0.0309470670556698,0.00988153436533114
2003,1,0.000409439135130591,0.0240102308122632,0.00610552398324352
2003,2,0.0578214924801793,0.0739670252935016,0.0112451844732872
2003,3,0.00106824871335204,0.269425277564834,0.00783927704581226
2003,4,0.0002820160031326,0.564490383783597,0.0046635900688053
2003,5,3.5804868684248e-06,0.880394822573566,0.00208189296577604
2003,6,0.204436530791211,0.884384966342056,0.00420250900451056
2003,7,0.474409201972135,0.596339518931241,0.0785758299377434
2003,8,0.616382252894515,0.413223236772059,0.179252414505502
2003,9,0.902701979188086,0.311129522447501,0.804265558285103
2003,10,0.062252861806936,0.195292210692051,0.273070397811132
2003,11,0.000669129761756215,0.102347905312194,0.0299082005743491
2003,12,0.0106831193212969,0.0172497295299786,0.0129044674685325
2004,1,0.0573789899354773,0.0223262794776718,0.0142099921055599
2004,2,0,0.0757095771675616,0.0130164984046828
2004,3,0,0.338811514308439,0.0056119171721233
2004,4,0.00206551886082252,0.564636879481561,0.00500391180673713
2004,5,0.0034570650339863,0.874619419634175,0.00353901373436435
2004,6,0.323718731132559,0.714414952021917,0.0270061766229775
2004,7,0.303646946328877,0.589024341818519,0.0293360988390433
2004,8,0.635450034117466,0.367616062611386,0.300023863110736
2004,9,0.145356161729537,0.349880351513929,0.0662960257024226
2004,10,0.0318012506433931,0.179724126486611,0.0439375440282565
2004,11,0.00828377223636799,0.0847485482724868,0.0174146771206705
2004,12,0,0.0126287324528404,0.00941244444880299
2005,1,0.0651143037056335,0.0287648808218559,0.0104376592576611
2005,2,0.0100407387831279,0.071029356660975,0.0241176340449538
2005,3,0.0347930678657086,0.28750157143664,0.0120606776796557
2005,4,0.00763212271026192,0.466364847499079,0.00502586804789403
2005,5,0.0353078090639386,0.836850004004394,0.00215258334518317
2005,6,0.225907657826691,0.875158746111775,0.00512678231013435
2005,7,1,0.548516400736175,0.670904411896904
2005,8,0.444204226619808,0.404539780707149,0.419122442274972
2005,9,0.335257189297239,0.337790279207748,0.210657889073583
2005,10,0.00879262198747054,0.200910109476483,0.065015944153783
2005,11,0,0.0761629913457116,0.028537202208264
2005,12,0.00188607399628312,0.00596494715741189,0.0107093881727232
2006,1,0,0.047919011180987,0.0105688246437286
2006,2,0,0.134950021697914,0.0075179014192013
2006,3,0.0625795344533853,0.260507438708068,0.0113897319976529
2006,4,0.00999924594240244,0.543506287438148,0.00311989742131302
2006,5,0.0323303206553159,0.879627490420699,0.00185143415661066
2006,6,0.1122990083321,0.870088389678378,0.00288302335806271
2006,7,0.335077940657326,0.570161787650122,0.0159813377398365
2006,8,0.389498810009184,0.414948202536406,0.113873211696847
2006,9,0.0857475958129267,0.367224105149588,0.0698664483028588
2006,10,0.00994511689871046,0.242102003415261,0.033837809301056
2006,11,0.0378074122174939,0.106891030549066,0.0266865444199821
2006,12,0.00392695110755379,0.0301574328886495,0.0209643965656734
2007,1,0,0.0401966000179249,0.0165403229365356
2007,2,0.0426701341871528,0.0790436366766433,0.00244790977129006
2007,3,0.000712095684923604,0.257900265590883,0.0010456455543515
2007,4,0.00323002042542879,0.561114492809986,0.00071231113137841
2007,5,0.00663801235730388,0.855369667966569,0.000581867631651637
2007,6,0.0660909423054785,0.841724836824333,0.00222053600469417
2007,7,0.300035726753608,0.59753397912864,0.0244180097838754
2007,8,0.391642043835878,0.433599183265587,0.136818981960469
2007,9,0.154109399543414,0.369346168929051,0.0679110761336747
2007,10,0.000325824234025607,0.205153291533891,0.0281196522523671
2007,11,0.00456280309504044,0.093045845256365,0.0102294972020775
2007,12,0.000740528974051916,0.0182415758971805,0.00616313868553486
2008,1,0.00136563975570176,0.0327068703812902,0.00282230318245636
2008,2,0.00192208937611839,0.0596389147485909,0.00104306705336854
2008,3,0.000466937558688023,0.315441901383715,0.000842155329237376
2008,4,0.00253245749984024,0.530566719119787,0.000106403322529555
2008,5,0.00247453755836559,0.843073437894481,0
2008,6,0.729661699865279,0.646102656023064,0.0838461995272052
2008,7,0.354037887574491,0.56888659588788,0.184041789864062
2008,8,0.485864007894726,0.43838812259891,0.315044138582564
2008,9,0.160242776464245,0.36488499445671,0.0626453783746824
2008,10,0.0219808176018941,0.225229707034188,0.0362433252754473
2008,11,0.000681556163582247,0.100021985483983,0.0102949436901413
2008,12,5.79196393721374e-05,0.0368634305959347,0.00464717736992561
2009,1,0.040199179731557,0.0578675794571374,0.00875825197810478
2009,2,0,0.100463045833736,0.00474019563547908
2009,3,0.00683725526865759,0.301307371637353,0.0024623134468629
2009,4,0.00108551931492296,0.534427969168641,0.00174889905522785
2009,5,0.00239660926914442,0.905334182695632,0.000972094870575313
2009,6,0.0437914518525852,0.967088628836064,0.000186628049833584
2009,7,0.369869754881169,0.610114309271597,0.0560897514477226
2009,8,0.258783235453816,0.457931724428337,0.0554498604988697
2009,9,0.426167215922201,0.372982417211705,0.208075919560613
2009,10,0.0700972991839762,0.20142540883272,0.0304103474370855
2009,11,0.108149635870212,0.0875303350747269,0.0188591444475499
2009,12,0.0237011368149281,0.026870047702025,0.0140612562783681
2010,1,0.00775133252437893,0.0165059767758723,0.0107919283845164
2010,2,0.0109015285399696,0.0826245749651736,0.00614442996001878
2010,3,0.00227971701281528,0.354508233416457,0.00311528007283152
2010,4,4.84418721528344e-06,0.637135800799095,0.000726667135211763
2010,5,0.000696088732188985,0.979731430344917,0.000146284137732645
2010,6,0.0613048825705219,0.915422423407815,0
2010,7,0.493863885165932,0.646008353240557,0.176855888059128
2010,8,0.376994478294319,0.458166535462483,0.200350836761612
2010,9,0.431116491566779,0.350972953109285,0.345848799407672
2010,10,0.0433278953624845,0.22427389018934,0.0715165987548687
2010,11,0.00106129836770912,0.120018823754848,0.0236988066810172
2010,12,0.00615232851123116,0.010892769103169,0.0115560382659691
2011,1,4.63357025877743e-05,0.0204079636565926,0.00479264427783852
2011,2,0.00346022480343955,0.0830260632741101,0.00241488493053896
2011,3,0.0001406920601215,0.302242241645897,0.000718345011547456
2011,4,0.00900365961962641,0.496602097918547,1.43560038333526e-05
2011,5,0.0210404127657988,0.926724951316867,0.000107874336205079
2011,6,0.487145639069386,0.714667471648073,0.0972353251403319
2011,7,0.637538720523303,0.603615977762951,0.388443634842103
2011,8,0.457906548588432,0.437186360118637,0.340875138724762
2011,9,0.414525980628177,0.344046212879825,0.411977619888976
2011,10,0.000523593522772496,0.221654283722387,0.0852750713850247
2011,11,0,0.104519997278477,0.0333202848972116
2011,12,0,0.0174645844807212,0.00768359476515266
2012,1,0.0528757854332746,0.0170891744772994,0.012643771156037
2012,2,0.000116049892916426,0.078371983175965,0.00536646642281656
2012,3,0.000535177455380327,0.274452292235688,0.00303314847594811
2012,4,0.00152697223857988,0.537906899554828,0.00175818823417884
2012,5,0.000841625011545849,0.895661439435349,0.000401259841490104
2012,6,0.16196920427346,0.91086096058564,0.0183519693513392
2012,7,0.731315486761039,0.611772015705367,0.129841882374478
2012,8,0.527762272648705,0.410649993390589,0.274615370785341
2012,9,0.175946173399896,0.352264746304223,0.1219462300916
2012,10,0.0234608224095283,0.208459996747241,0.0473511129852914
2012,11,0.0273229084478456,0.0779737661103597,0.0181611893200048
2012,12,0.0169944666362247,0.0228785864910772,0.0155032582952913
2013,1,0.00020050724235695,0.021352761844826,0.0138070978044304
2013,2,0.0787881840056128,0.0688719609838653,0.0178076274861007
2013,3,0.0367555861457467,0.269758965551906,0.00790424681648123
2013,4,0.0216415149741193,0.498073887925416,0.00311060824236204
2013,5,1.45325644302052e-05,0.948332549253539,0.000681161054749494
2013,6,0.538429584530217,0.696955647684375,0.0637562797301397
2013,7,0.637617911390776,0.563721843590734,0.303315256209721
2013,8,0.826485654883213,0.411447874537369,1
2013,9,0.111452122099625,0.381454567633413,0.132598807171355
2013,10,0.101339348757574,0.207374202860654,0.124576470645922
2013,11,5.05480417178946e-06,0.0755458882075292,0.0245567890277634
2013,12,0,0.0165465509852991,0.00989338419771731
2014,1,0.0589171225784436,0.0249917174200931,0.0122314787119804
2014,2,0.0749562177902956,0.0531907984441702,0.00975816184933037
2014,3,0.0455926485936521,0.249114796841558,0.0117599371059931
2014,4,0.00159205280296266,0.490481770179738,0.00425486619496161
2014,5,0.00420117458679035,0.817991925932801,0.00193193129385459
2014,6,0.131476718242836,0.912206034434469,0.00313932025002873
2014,7,0.408603451635834,0.639123960020441,0.0432686414208031
2014,8,0.334990119152861,0.462832015873193,0.215931323274868
2014,9,0.193761403137832,0.358391072516467,0.0878836553491233
2014,10,0.0645447988465854,0.222151874952934,0.0455168406548952
2014,11,0,0.1002507937198,0.0135478452646162
2014,12,0.0141309170616261,0.00281829654791223,0.00887838476160589
2015,1,0.0727133688144883,0.0113161840382045,0.0118984575604382
2015,2,0.0204669042104696,0.0853883639880771,0.00838876194585688
2015,3,0.108206099543964,0.239363894542402,0.00778615710752946
2015,4,0.0293048087879018,0.488423275132752,0.0040247478982211
2015,5,0.00171758043107831,0.921277690441505,0.0010558609270982
2015,6,0.158014452411206,0.813654271301911,0.00470623584489849
2015,7,0.395413337698348,0.612657092356069,0.0557792041162231
2015,8,0.37879231052118,0.452324851830223,0.0973377921392297
2015,9,0.103722275956018,0.391726376039251,0.0573699692013322
2015,10,0.0481944021795228,0.250285951434372,0.0379680888099989
2015,11,0,0.127287398481918,0.0178715358308967
2015,12,4.35976932906156e-05,0.023196646631356,0.00452786181624424
